id,age,job,marital,education,balance,housing,contact,day,duration,pdays,poutcome
606,31,admin.,married,secondary,88,yes,cellular,2015/3/10,189,-1,unknown
607,28,blue-collar,married,secondary,1020,yes,unknown,2015/3/11,251,-1,unknown
608,36,technician,divorced,tertiary,119,no,cellular,2015/3/12,127,-1,unknown
609,51,unemployed,single,tertiary,1594,no,telephone,2015/3/13,197,-1,unknown
610,46,technician,married,tertiary,342,yes,cellular,2015/1/23,84,-1,unknown
611,50,services,single,secondary,72,no,unknown,2015/1/24,141,-1,unknown
612,32,blue-collar,married,secondary,14,yes,unknown,2015/1/25,171,-1,unknown
613,26,entrepreneur,single,tertiary,81,no,cellular,2015/1/26,262,-1,unknown
614,41,self-employed,married,tertiary,231,no,cellular,2015/1/27,352,-1,unknown
615,39,technician,married,tertiary,1161,yes,cellular,2015/1/28,236,336,failure
616,31,blue-collar,married,secondary,-45,yes,unknown,2015/1/29,184,-1,unknown
617,28,management,single,tertiary,231,yes,cellular,2015/1/30,568,-1,unknown
618,31,management,single,secondary,36,no,cellular,2015/1/31,105,-1,unknown
619,30,technician,married,tertiary,1570,yes,cellular,2015/2/1,260,-1,unknown
620,35,technician,married,tertiary,7050,no,cellular,2015/2/2,222,182,success
621,33,blue-collar,married,primary,3704,yes,unknown,2015/2/3,447,-1,unknown
622,30,technician,single,tertiary,6619,yes,cellular,2015/2/4,239,-1,unknown
623,32,blue-collar,single,secondary,-84,yes,cellular,2015/2/5,426,-1,unknown
624,40,management,single,tertiary,1509,no,cellular,2015/2/6,333,58,failure
625,31,self-employed,married,tertiary,1134,no,cellular,2015/2/7,174,-1,unknown
626,36,technician,married,secondary,146,yes,unknown,2015/2/8,284,-1,unknown
627,33,management,single,tertiary,9449,yes,cellular,2015/2/9,428,-1,unknown
628,57,retired,married,secondary,374,yes,cellular,2015/2/10,236,-1,unknown
629,45,technician,married,secondary,88,no,cellular,2015/2/11,150,-1,unknown
630,59,management,married,tertiary,2764,no,cellular,2015/2/12,237,206,failure
631,30,management,single,tertiary,2,yes,cellular,2015/2/13,1031,-1,unknown
632,33,technician,married,tertiary,8023,no,cellular,2015/2/14,107,105,failure
633,52,blue-collar,married,secondary,289,yes,unknown,2015/2/15,45,-1,unknown
634,83,retired,married,secondary,0,no,cellular,2015/2/16,140,-1,unknown
635,58,self-employed,divorced,tertiary,1382,no,unknown,2015/2/17,700,-1,unknown
636,33,management,divorced,tertiary,280,no,cellular,2015/2/18,155,-1,unknown
637,41,blue-collar,divorced,primary,2195,yes,unknown,2015/2/19,211,-1,unknown
638,31,self-employed,married,secondary,33,no,cellular,2015/2/20,165,-1,unknown
639,35,blue-collar,divorced,secondary,275,no,cellular,2015/2/21,144,-1,unknown
640,27,management,single,tertiary,703,yes,unknown,2015/2/22,590,-1,unknown
641,57,admin.,divorced,unknown,887,no,unknown,2015/2/23,43,-1,unknown
642,56,unknown,married,unknown,0,no,unknown,2015/2/24,471,-1,unknown
643,53,admin.,single,secondary,1178,yes,unknown,2015/2/25,295,-1,unknown
644,39,management,married,tertiary,2763,yes,unknown,2015/1/23,526,-1,unknown
645,32,entrepreneur,single,tertiary,890,yes,cellular,2015/1/24,27,-1,unknown
646,46,self-employed,married,secondary,548,no,cellular,2015/1/25,1181,-1,unknown
647,56,technician,married,tertiary,272,no,cellular,2015/1/26,103,-1,unknown
648,46,management,divorced,tertiary,6269,yes,telephone,2015/1/27,249,112,failure
649,29,entrepreneur,married,secondary,178,yes,cellular,2015/1/28,231,-1,unknown
650,60,management,married,primary,252,yes,cellular,2015/1/29,123,147,failure
651,33,housemaid,single,tertiary,23663,yes,cellular,2015/1/30,199,146,failure
652,27,entrepreneur,single,tertiary,81,no,cellular,2015/1/31,197,199,failure
653,50,self-employed,divorced,tertiary,59,yes,unknown,2015/2/1,67,-1,unknown
654,45,services,married,secondary,1343,no,cellular,2015/2/2,220,-1,unknown
655,58,retired,married,secondary,225,no,cellular,2015/2/3,122,-1,unknown
656,59,retired,married,primary,0,yes,unknown,2015/2/4,104,-1,unknown
657,58,retired,divorced,primary,2538,yes,cellular,2015/2/5,307,-1,unknown
658,64,retired,married,primary,43,no,cellular,2015/2/6,117,91,success
659,47,technician,married,secondary,57,no,cellular,2015/2/7,253,342,success
660,40,management,married,tertiary,-117,yes,cellular,2015/2/8,770,-1,unknown
661,36,technician,divorced,secondary,666,yes,cellular,2015/2/9,190,133,other
662,28,management,single,tertiary,0,yes,cellular,2015/2/10,767,-1,unknown
663,38,technician,single,tertiary,25,yes,cellular,2015/2/11,232,-1,unknown
664,53,entrepreneur,married,primary,1034,yes,cellular,2015/2/12,854,170,other
665,46,blue-collar,single,secondary,324,yes,unknown,2015/2/13,293,-1,unknown
666,54,technician,married,secondary,0,no,telephone,2015/2/14,986,94,failure
667,32,management,married,tertiary,0,no,cellular,2015/2/15,66,-1,unknown
668,55,management,married,primary,621,no,cellular,2015/2/16,114,208,failure
669,55,retired,divorced,secondary,138,no,cellular,2015/2/17,205,-1,unknown
670,56,technician,married,secondary,4063,no,telephone,2015/2/18,31,-1,unknown
671,40,blue-collar,married,secondary,11084,no,unknown,2015/2/19,113,-1,unknown
672,44,technician,married,secondary,310,yes,cellular,2015/2/20,200,253,failure
673,32,entrepreneur,married,unknown,73,yes,cellular,2015/2/21,158,135,failure
674,33,management,married,tertiary,1808,yes,unknown,2015/2/22,99,-1,unknown
675,41,unemployed,divorced,secondary,1281,no,cellular,2015/2/23,45,-1,unknown
676,37,technician,married,secondary,64,yes,cellular,2015/2/24,239,278,other
677,58,management,single,tertiary,2,yes,telephone,2015/2/25,168,-1,unknown
678,52,blue-collar,married,secondary,60,no,cellular,2015/2/26,196,-1,unknown
679,49,services,single,secondary,133,no,unknown,2015/2/27,319,-1,unknown
680,44,housemaid,married,primary,3706,no,unknown,2015/2/28,209,-1,unknown
681,28,admin.,single,unknown,174,no,cellular,2015/3/1,184,-1,unknown
682,31,technician,married,secondary,251,no,cellular,2015/3/2,156,-1,unknown
683,37,self-employed,married,secondary,4153,yes,cellular,2015/3/3,35,-1,unknown
684,30,technician,single,tertiary,985,yes,cellular,2015/3/4,88,-1,unknown
685,28,services,single,secondary,168,no,cellular,2015/3/5,347,140,success
686,46,services,married,secondary,1550,yes,cellular,2015/3/6,126,149,failure
687,47,management,married,tertiary,7708,yes,cellular,2015/3/7,157,-1,unknown
688,35,blue-collar,married,primary,-12,yes,unknown,2015/3/8,212,-1,unknown
689,80,management,married,primary,6483,no,telephone,2015/3/9,123,-1,unknown
690,30,technician,single,tertiary,60,yes,unknown,2015/1/23,306,-1,unknown
691,55,technician,single,secondary,3339,yes,unknown,2015/1/24,63,-1,unknown
692,22,student,single,tertiary,1161,no,cellular,2015/1/25,119,-1,unknown
693,33,blue-collar,single,primary,599,yes,unknown,2015/1/26,29,-1,unknown
694,53,entrepreneur,married,unknown,28,no,cellular,2015/1/27,117,-1,unknown
695,49,management,married,tertiary,1430,no,cellular,2015/1/28,231,-1,unknown
696,51,retired,married,secondary,35,no,cellular,2015/1/29,123,-1,unknown
697,41,self-employed,married,tertiary,6000,yes,cellular,2015/1/30,265,-1,unknown
698,34,technician,married,secondary,0,yes,cellular,2015/1/31,144,-1,unknown
699,36,blue-collar,single,secondary,340,no,unknown,2015/2/1,559,-1,unknown
700,35,entrepreneur,married,tertiary,0,no,cellular,2015/2/2,74,168,failure
701,29,services,married,secondary,3,yes,cellular,2015/2/3,183,-1,unknown
702,40,technician,single,tertiary,445,yes,cellular,2015/2/4,631,-1,unknown
703,32,management,divorced,tertiary,874,no,cellular,2015/2/5,1282,-1,unknown
704,48,blue-collar,married,secondary,705,no,unknown,2015/2/6,108,-1,unknown
705,59,retired,married,unknown,1033,no,unknown,2015/2/7,1199,-1,unknown
706,35,self-employed,divorced,tertiary,1354,yes,unknown,2015/2/8,736,-1,unknown
707,33,technician,single,tertiary,123,no,cellular,2015/2/9,264,-1,unknown
708,55,retired,married,primary,8894,no,unknown,2015/2/10,262,-1,unknown
709,41,blue-collar,married,secondary,429,yes,unknown,2015/2/11,244,-1,unknown
710,42,housemaid,married,primary,14752,no,unknown,2015/2/12,107,-1,unknown
711,46,blue-collar,married,primary,67,no,unknown,2015/2/13,9,-1,unknown
712,35,housemaid,divorced,secondary,39,no,cellular,2015/2/14,149,-1,unknown
713,28,technician,single,tertiary,102,no,cellular,2015/2/15,321,-1,unknown
714,25,student,single,secondary,1790,no,cellular,2015/2/16,224,322,failure
715,56,management,single,tertiary,15311,no,cellular,2015/2/17,157,-1,unknown
716,30,admin.,single,secondary,-635,no,cellular,2015/2/18,250,-1,unknown
717,45,blue-collar,married,secondary,115,no,cellular,2015/2/19,209,-1,unknown
718,40,management,married,tertiary,10786,no,unknown,2015/2/20,111,-1,unknown
719,40,blue-collar,married,secondary,498,yes,cellular,2015/2/21,55,298,failure
720,39,blue-collar,married,secondary,1045,yes,cellular,2015/2/22,290,-1,unknown
721,48,entrepreneur,married,tertiary,810,no,unknown,2015/1/23,383,-1,unknown
722,31,technician,single,tertiary,-162,yes,cellular,2015/1/24,380,-1,unknown
723,32,management,married,tertiary,55,no,cellular,2015/1/25,124,-1,unknown
724,34,services,married,secondary,586,yes,unknown,2015/1/26,224,-1,unknown
725,26,technician,single,secondary,455,no,cellular,2015/1/27,240,182,other
726,31,management,married,tertiary,1010,yes,cellular,2015/1/28,385,364,other
727,37,management,single,tertiary,509,yes,cellular,2015/1/29,133,-1,unknown
728,29,student,single,unknown,2929,no,cellular,2015/1/30,91,-1,unknown
729,57,technician,married,secondary,3071,yes,cellular,2015/1/31,63,-1,unknown
730,47,management,single,tertiary,153,yes,cellular,2015/2/1,192,-1,unknown
731,38,self-employed,single,secondary,1146,yes,unknown,2015/2/2,91,-1,unknown
732,48,blue-collar,married,primary,1092,no,cellular,2015/2/3,79,172,failure
733,50,management,married,tertiary,3463,no,cellular,2015/2/4,96,-1,unknown
734,33,admin.,married,secondary,1158,yes,cellular,2015/2/5,25,-1,unknown
735,28,admin.,single,secondary,26,yes,cellular,2015/2/6,227,-1,unknown
736,30,services,single,secondary,566,no,cellular,2015/2/7,110,-1,unknown
737,52,technician,divorced,secondary,204,no,cellular,2015/2/8,134,-1,unknown
738,36,technician,married,secondary,480,no,cellular,2015/2/9,213,-1,unknown
739,36,technician,single,secondary,1855,yes,cellular,2015/2/10,75,273,failure
740,46,services,married,secondary,1034,no,cellular,2015/2/11,109,-1,unknown
741,57,management,married,tertiary,3250,no,cellular,2015/2/12,162,-1,unknown
742,28,management,single,secondary,1633,no,cellular,2015/2/13,275,-1,unknown
743,46,services,married,secondary,0,yes,cellular,2015/2/14,154,124,other
744,55,retired,married,primary,3334,no,cellular,2015/2/15,632,-1,unknown
745,33,management,married,tertiary,4020,yes,cellular,2015/2/16,251,-1,unknown
746,53,management,married,secondary,66,no,telephone,2015/2/17,141,-1,unknown
747,41,technician,single,secondary,-41,yes,cellular,2015/2/18,154,-1,unknown
748,60,blue-collar,married,secondary,322,yes,cellular,2015/2/19,63,-1,unknown
749,35,entrepreneur,married,primary,2643,no,cellular,2015/2/20,259,-1,unknown
750,43,blue-collar,divorced,primary,49,yes,unknown,2015/2/21,100,-1,unknown
751,57,admin.,divorced,primary,1,no,unknown,2015/2/22,17,-1,unknown
752,46,admin.,married,secondary,3098,yes,telephone,2015/2/23,192,-1,unknown
753,31,blue-collar,married,primary,352,yes,unknown,2015/2/24,97,-1,unknown
754,53,technician,married,secondary,65,no,cellular,2015/2/25,41,-1,unknown
755,35,blue-collar,married,secondary,1949,yes,unknown,2015/2/26,200,-1,unknown
756,32,admin.,single,secondary,739,yes,cellular,2015/2/27,91,-1,unknown
757,48,management,married,tertiary,1167,yes,cellular,2015/2/28,264,-1,unknown
758,50,admin.,married,secondary,231,yes,cellular,2015/3/1,397,-1,unknown
759,40,blue-collar,married,primary,1136,yes,unknown,2015/3/2,86,-1,unknown
760,42,entrepreneur,married,tertiary,233,no,cellular,2015/3/3,446,-1,unknown
761,59,admin.,married,secondary,817,no,cellular,2015/3/4,304,-1,unknown
762,27,blue-collar,single,primary,1128,yes,unknown,2015/3/5,88,-1,unknown
763,32,management,single,tertiary,1831,yes,cellular,2015/3/6,86,-1,unknown
764,35,technician,single,secondary,450,yes,cellular,2015/3/7,63,-1,unknown
765,28,services,married,secondary,0,yes,cellular,2015/3/8,335,281,failure
766,37,management,divorced,secondary,414,no,cellular,2015/3/9,293,162,failure
767,57,management,married,primary,1052,yes,unknown,2015/1/23,227,-1,unknown
768,42,admin.,single,secondary,1022,yes,unknown,2015/1/24,146,-1,unknown
769,55,admin.,married,primary,343,yes,cellular,2015/1/25,276,-1,unknown
770,52,management,married,tertiary,1944,yes,cellular,2015/1/26,238,323,failure
771,26,blue-collar,single,secondary,-32,yes,cellular,2015/1/27,14,-1,unknown
772,52,technician,married,secondary,1781,yes,unknown,2015/1/28,144,-1,unknown
773,26,management,single,tertiary,350,no,cellular,2015/1/29,367,-1,unknown
774,33,unemployed,married,secondary,2,yes,cellular,2015/1/30,132,-1,unknown
775,24,blue-collar,single,primary,111,yes,unknown,2015/1/31,42,-1,unknown
776,37,management,divorced,tertiary,168,yes,unknown,2015/2/1,227,-1,unknown
777,28,technician,single,secondary,3,no,telephone,2015/2/2,40,349,failure
778,30,technician,single,secondary,102,yes,unknown,2015/2/3,614,-1,unknown
779,33,blue-collar,married,primary,0,yes,unknown,2015/2/4,270,-1,unknown
780,55,unknown,married,primary,159,no,unknown,2015/2/5,15,-1,unknown
781,33,blue-collar,married,secondary,1134,yes,unknown,2015/2/6,304,-1,unknown
782,42,blue-collar,married,secondary,352,yes,cellular,2015/2/7,79,-1,unknown
783,37,management,married,tertiary,865,yes,cellular,2015/2/8,101,-1,unknown
784,59,blue-collar,married,primary,179,yes,unknown,2015/2/9,55,-1,unknown
785,27,blue-collar,single,secondary,5,yes,unknown,2015/2/10,205,-1,unknown
786,23,student,married,tertiary,-230,yes,cellular,2015/2/11,259,-1,unknown
787,51,management,divorced,tertiary,0,no,cellular,2015/2/12,60,-1,unknown
788,50,blue-collar,married,primary,3924,yes,cellular,2015/2/13,122,-1,unknown
789,43,technician,married,secondary,764,yes,cellular,2015/2/14,557,-1,unknown
790,37,blue-collar,divorced,primary,511,yes,telephone,2015/2/15,42,-1,unknown
791,34,management,single,tertiary,4348,yes,cellular,2015/2/16,373,-1,unknown
792,41,management,married,tertiary,3016,yes,cellular,2015/2/17,80,-1,unknown
793,26,student,single,secondary,279,no,cellular,2015/2/18,239,-1,unknown
794,49,management,divorced,tertiary,1405,no,unknown,2015/2/19,29,-1,unknown
795,29,blue-collar,single,secondary,908,yes,unknown,2015/2/20,1663,-1,unknown
796,30,management,single,tertiary,162,yes,unknown,2015/2/21,186,-1,unknown
797,38,services,divorced,secondary,792,no,unknown,2015/2/22,430,-1,unknown
798,58,management,married,secondary,111,no,telephone,2015/2/23,58,-1,unknown
799,34,student,single,unknown,1281,no,cellular,2015/2/24,279,117,failure
800,53,services,divorced,unknown,1012,yes,cellular,2015/2/25,332,-1,unknown
801,50,management,married,tertiary,2881,no,cellular,2015/2/26,510,2,other
802,30,blue-collar,single,secondary,445,yes,cellular,2015/2/27,218,330,failure
803,40,management,married,secondary,643,yes,cellular,2015/2/28,74,256,failure
804,57,housemaid,single,secondary,254,no,cellular,2015/3/1,676,-1,unknown
805,40,management,married,tertiary,-1212,yes,cellular,2015/3/2,1259,333,failure
806,41,technician,married,secondary,2125,yes,cellular,2015/3/3,285,116,failure
807,53,technician,divorced,unknown,629,yes,cellular,2015/3/4,298,-1,unknown
808,48,blue-collar,married,secondary,-202,yes,cellular,2015/3/5,225,-1,unknown
809,32,technician,single,secondary,271,yes,cellular,2015/3/6,80,268,other
810,34,management,married,tertiary,703,yes,cellular,2015/3/7,342,-1,unknown
811,46,blue-collar,married,secondary,-216,yes,cellular,2015/3/8,404,-1,unknown
812,45,services,divorced,secondary,88,no,cellular,2015/3/9,332,-1,unknown
813,51,admin.,single,tertiary,16,yes,cellular,2015/1/23,158,-1,unknown
814,31,management,married,secondary,466,yes,cellular,2015/1/24,164,-1,unknown
815,47,technician,married,secondary,-75,yes,cellular,2015/1/25,57,247,other
816,32,blue-collar,married,secondary,456,no,cellular,2015/1/26,121,-1,unknown
817,41,technician,married,secondary,77,yes,cellular,2015/1/27,56,-1,unknown
818,37,services,single,secondary,-244,no,unknown,2015/1/28,178,-1,unknown
819,27,blue-collar,single,primary,1209,no,cellular,2015/1/29,283,-1,unknown
820,27,services,married,secondary,58,yes,cellular,2015/1/30,113,337,other
821,50,management,married,secondary,421,no,cellular,2015/1/31,22,-1,unknown
822,31,management,single,tertiary,112,yes,cellular,2015/2/1,159,271,failure
823,40,self-employed,married,tertiary,13669,no,cellular,2015/2/2,138,136,other
824,43,management,married,tertiary,1429,yes,cellular,2015/2/3,1015,198,other
825,39,technician,married,tertiary,794,no,telephone,2015/2/4,182,-1,unknown
826,31,entrepreneur,single,tertiary,1957,no,cellular,2015/2/5,112,-1,unknown
827,48,technician,married,secondary,454,yes,cellular,2015/2/6,114,-1,unknown
828,32,blue-collar,single,primary,882,no,cellular,2015/2/7,80,-1,unknown
829,47,unemployed,married,primary,168,yes,telephone,2015/2/8,66,241,other
830,35,management,single,tertiary,714,yes,cellular,2015/2/9,135,-1,unknown
831,42,management,single,tertiary,0,no,cellular,2015/2/10,99,-1,unknown
832,47,blue-collar,married,secondary,1996,no,unknown,2015/2/11,761,-1,unknown
833,59,retired,married,secondary,163,no,cellular,2015/2/12,464,-1,unknown
834,38,admin.,married,secondary,3190,yes,unknown,2015/2/13,20,-1,unknown
835,50,unemployed,married,secondary,1772,no,cellular,2015/2/14,206,-1,unknown
836,27,services,single,secondary,-151,no,cellular,2015/2/15,283,-1,unknown
837,55,housemaid,married,primary,16,no,unknown,2015/2/16,64,-1,unknown
838,39,services,single,secondary,7066,yes,cellular,2015/2/17,667,357,other
839,31,technician,single,tertiary,454,no,cellular,2015/2/18,73,-1,unknown
840,37,entrepreneur,married,tertiary,4798,yes,unknown,2015/2/19,156,-1,unknown
841,28,technician,single,secondary,-298,yes,unknown,2015/2/20,559,-1,unknown
842,42,technician,married,secondary,439,no,cellular,2015/2/21,143,-1,unknown
843,40,services,divorced,secondary,1927,yes,unknown,2015/1/23,62,-1,unknown
844,59,management,single,secondary,671,yes,cellular,2015/1/24,219,259,failure
845,40,services,single,secondary,65,yes,cellular,2015/1/25,15,-1,unknown
846,43,technician,married,secondary,-932,yes,cellular,2015/1/26,567,-1,unknown
847,38,technician,single,secondary,4366,yes,cellular,2015/1/27,188,-1,unknown
848,54,retired,married,primary,0,yes,cellular,2015/1/28,159,-1,unknown
849,41,blue-collar,married,secondary,4900,yes,telephone,2015/1/29,121,-1,unknown
850,55,housemaid,divorced,primary,976,no,cellular,2015/1/30,345,94,other
851,33,management,married,tertiary,148,no,unknown,2015/1/31,717,-1,unknown
852,46,blue-collar,married,secondary,5,no,cellular,2015/2/1,71,-1,unknown
853,36,management,married,secondary,-148,no,cellular,2015/2/2,144,-1,unknown
854,48,technician,divorced,tertiary,113,no,cellular,2015/2/3,38,-1,unknown
855,42,management,married,secondary,-105,yes,cellular,2015/2/4,60,-1,unknown
856,46,management,divorced,tertiary,624,no,cellular,2015/2/5,336,183,success
857,49,technician,married,secondary,-1680,yes,unknown,2015/2/6,92,-1,unknown
858,36,blue-collar,married,secondary,-461,no,cellular,2015/2/7,254,353,failure
859,34,technician,single,tertiary,144,yes,cellular,2015/2/8,104,85,failure
860,51,entrepreneur,divorced,tertiary,4,yes,cellular,2015/2/9,74,-1,unknown
861,58,blue-collar,married,primary,309,no,cellular,2015/2/10,156,-1,unknown
862,48,management,married,tertiary,866,no,cellular,2015/2/11,146,-1,unknown
863,41,admin.,single,secondary,1020,yes,unknown,2015/2/12,882,-1,unknown
864,49,self-employed,married,primary,489,yes,unknown,2015/2/13,84,-1,unknown
865,43,management,married,primary,8167,yes,unknown,2015/2/14,114,-1,unknown
866,32,blue-collar,single,secondary,-255,no,unknown,2015/2/15,957,-1,unknown
867,54,retired,married,secondary,3671,no,unknown,2015/2/16,67,-1,unknown
868,33,blue-collar,divorced,primary,636,yes,cellular,2015/2/17,211,-1,unknown
869,35,technician,married,secondary,141,yes,cellular,2015/2/18,299,-1,unknown
870,56,technician,married,secondary,150,yes,cellular,2015/2/19,102,349,failure
871,57,technician,married,secondary,839,no,unknown,2015/2/20,225,-1,unknown
872,31,housemaid,single,primary,26965,no,cellular,2015/2/21,654,-1,unknown
873,33,technician,single,secondary,716,yes,cellular,2015/2/22,234,-1,unknown
874,29,technician,single,tertiary,2485,no,telephone,2015/2/23,48,-1,unknown
875,38,management,single,tertiary,15030,yes,cellular,2015/2/24,167,174,other
876,37,admin.,married,secondary,11303,no,cellular,2015/2/25,500,-1,unknown
877,33,entrepreneur,married,tertiary,595,no,cellular,2015/2/26,22,-1,unknown
878,30,management,single,tertiary,19358,no,cellular,2015/2/27,258,-1,unknown
879,31,self-employed,single,secondary,203,no,cellular,2015/2/28,177,-1,unknown
880,28,technician,single,tertiary,183,yes,unknown,2015/3/1,62,-1,unknown
881,26,admin.,single,secondary,255,no,cellular,2015/3/2,457,80,success
882,31,technician,single,secondary,102,yes,telephone,2015/3/3,460,345,failure
883,50,housemaid,divorced,primary,94,yes,cellular,2015/3/4,184,-1,unknown
884,45,entrepreneur,married,primary,58,yes,telephone,2015/3/5,119,371,failure
885,48,management,married,primary,606,no,cellular,2015/3/6,77,-1,unknown
886,41,technician,married,secondary,0,no,cellular,2015/3/7,107,-1,unknown
887,60,technician,married,primary,65,yes,unknown,2015/3/8,1028,-1,unknown
888,41,blue-collar,married,secondary,338,yes,unknown,2015/1/23,87,-1,unknown
889,43,blue-collar,married,primary,757,yes,unknown,2015/1/24,315,-1,unknown
890,36,management,married,tertiary,9269,yes,cellular,2015/1/25,107,-1,unknown
891,40,blue-collar,married,primary,1206,no,telephone,2015/1/26,201,-1,unknown
892,28,management,single,tertiary,882,no,cellular,2015/1/27,94,205,failure
893,27,student,single,tertiary,5291,no,cellular,2015/1/28,192,92,failure
894,49,management,single,secondary,61,yes,cellular,2015/1/29,185,246,failure
895,37,technician,married,tertiary,0,yes,cellular,2015/1/30,77,-1,unknown
896,31,blue-collar,married,secondary,1407,yes,cellular,2015/1/31,142,-1,unknown
897,31,technician,single,secondary,25,no,cellular,2015/2/1,381,-1,unknown
898,31,blue-collar,married,secondary,1354,yes,cellular,2015/2/2,222,-1,unknown
899,35,blue-collar,married,primary,793,yes,cellular,2015/2/3,106,-1,unknown
900,51,blue-collar,divorced,unknown,10287,yes,unknown,2015/2/4,117,-1,unknown
901,33,technician,single,secondary,5235,no,cellular,2015/2/5,67,-1,unknown
902,30,technician,single,tertiary,3,yes,cellular,2015/2/6,45,169,failure
903,58,technician,single,secondary,409,no,cellular,2015/2/7,643,-1,unknown
904,34,admin.,married,tertiary,35,yes,cellular,2015/2/8,76,69,failure
905,45,management,married,tertiary,-459,no,cellular,2015/2/9,508,-1,unknown
906,28,services,single,secondary,198,no,cellular,2015/2/10,128,-1,unknown
907,31,blue-collar,married,primary,99,yes,cellular,2015/2/11,193,322,other
908,40,management,married,tertiary,60,no,unknown,2015/2/12,172,-1,unknown
909,30,services,single,secondary,3485,no,cellular,2015/2/13,142,-1,unknown
910,34,entrepreneur,married,secondary,-139,yes,unknown,2015/2/14,492,-1,unknown
911,40,blue-collar,married,secondary,952,no,unknown,2015/2/15,140,-1,unknown
912,59,retired,married,primary,1427,no,unknown,2015/2/16,140,-1,unknown
913,43,technician,single,tertiary,1017,yes,unknown,2015/2/17,257,-1,unknown
914,41,management,married,tertiary,-29,no,cellular,2015/2/18,41,266,failure
915,33,technician,divorced,secondary,9,no,cellular,2015/2/19,91,-1,unknown
916,33,management,married,secondary,4040,yes,cellular,2015/2/20,132,-1,unknown
917,36,blue-collar,married,secondary,13,no,unknown,2015/2/21,284,-1,unknown
918,32,self-employed,single,secondary,1259,no,cellular,2015/2/22,184,-1,unknown
919,25,admin.,married,secondary,18,yes,cellular,2015/2/23,225,-1,unknown
920,25,blue-collar,married,secondary,-76,yes,unknown,2015/2/24,241,-1,unknown
921,38,technician,single,tertiary,221,no,cellular,2015/2/25,79,-1,unknown
922,34,management,married,tertiary,136,yes,cellular,2015/2/26,156,-1,unknown
923,67,blue-collar,married,secondary,16353,no,cellular,2015/2/27,223,-1,unknown
924,32,blue-collar,married,secondary,-63,yes,unknown,2015/2/28,198,-1,unknown
925,45,housemaid,married,primary,7353,no,cellular,2015/3/1,536,-1,unknown
926,33,blue-collar,married,primary,511,yes,unknown,2015/3/2,304,-1,unknown
927,38,admin.,married,primary,3913,yes,cellular,2015/3/3,196,315,failure
928,32,technician,divorced,secondary,1097,yes,unknown,2015/3/4,298,-1,unknown
929,54,retired,divorced,tertiary,6102,yes,unknown,2015/3/5,86,-1,unknown
930,51,admin.,divorced,secondary,340,yes,unknown,2015/3/6,186,-1,unknown
931,42,blue-collar,married,primary,-119,yes,cellular,2015/3/7,167,-1,unknown
932,41,admin.,married,secondary,2993,yes,cellular,2015/1/23,24,-1,unknown
933,39,management,divorced,tertiary,3575,no,cellular,2015/1/24,74,-1,unknown
934,38,blue-collar,married,secondary,361,yes,unknown,2015/1/25,601,-1,unknown
935,39,management,married,secondary,1072,yes,unknown,2015/1/26,1168,-1,unknown
936,46,blue-collar,married,primary,2904,no,cellular,2015/1/27,277,-1,unknown
937,50,entrepreneur,divorced,tertiary,1790,no,cellular,2015/1/28,748,-1,unknown
938,33,blue-collar,married,secondary,86,yes,unknown,2015/1/29,364,-1,unknown
939,37,technician,married,secondary,1633,yes,unknown,2015/1/30,229,-1,unknown
940,31,management,married,tertiary,8312,no,cellular,2015/1/31,43,-1,unknown
941,34,blue-collar,divorced,unknown,172,no,cellular,2015/2/1,177,-1,unknown
942,34,management,married,tertiary,0,yes,cellular,2015/2/2,262,99,success
943,36,management,married,tertiary,222,yes,cellular,2015/2/3,317,169,failure
944,40,technician,married,secondary,109,no,unknown,2015/2/4,402,-1,unknown
945,40,blue-collar,married,secondary,1451,no,cellular,2015/2/5,314,-1,unknown
946,41,technician,married,secondary,1066,no,cellular,2015/2/6,109,-1,unknown
947,52,management,married,tertiary,3163,no,cellular,2015/2/7,56,-1,unknown
948,40,services,single,secondary,888,yes,unknown,2015/2/8,169,-1,unknown
949,48,blue-collar,single,unknown,428,yes,cellular,2015/2/9,127,-1,unknown
950,33,management,divorced,secondary,106,no,cellular,2015/2/10,175,-1,unknown
951,44,technician,divorced,secondary,0,no,cellular,2015/2/11,56,-1,unknown
952,55,management,married,tertiary,979,no,cellular,2015/2/12,123,-1,unknown
953,51,admin.,married,secondary,2662,no,telephone,2015/2/13,148,-1,unknown
954,34,management,single,tertiary,84,no,cellular,2015/2/14,231,-1,unknown
955,58,retired,divorced,unknown,5920,yes,cellular,2015/2/15,255,-1,unknown
956,39,management,single,tertiary,816,yes,cellular,2015/2/16,37,-1,unknown
957,27,unemployed,single,secondary,3276,no,cellular,2015/2/17,106,110,other
958,55,management,divorced,unknown,2,yes,unknown,2015/2/18,95,-1,unknown
959,35,technician,single,secondary,-51,no,unknown,2015/2/19,134,-1,unknown
960,37,technician,single,tertiary,3315,yes,cellular,2015/2/20,820,-1,unknown
961,52,technician,married,secondary,196,yes,cellular,2015/2/21,116,273,failure
962,41,blue-collar,married,secondary,552,yes,cellular,2015/2/22,463,-1,unknown
963,52,admin.,married,secondary,2347,no,cellular,2015/2/23,603,-1,unknown
964,34,blue-collar,single,secondary,3723,yes,unknown,2015/2/24,47,-1,unknown
965,53,management,divorced,primary,255,no,cellular,2015/2/25,126,-1,unknown
